event_id,timestamp,equipment_id,event_type,details
178,2023-02-12 07:38:11.441558,MCH003,ALARM,Pre-stop alarm: Hydraulic Leak
179,2023-02-12 07:38:11.441558,MCH003,STOP,Stop: Hydraulic Leak
180,2023-02-12 08:49:15.576651,MCH003,START,Restart after Unplanned - Breakdown
206,2023-02-17 12:50:15.832071,MCH003,STOP,Stop: Tooling Issue
207,2023-02-17 12:52:07.365698,MCH003,START,Restart after Unplanned - Process
265,2023-03-05 04:47:28.592204,MCH003,ALARM,Pre-stop alarm: Electrical Fault
266,2023-03-05 04:47:28.592204,MCH003,STOP,Stop: Electrical Fault
267,2023-03-05 06:48:00.842862,MCH003,START,Restart after Unplanned - Breakdown
268,2023-03-05 11:03:42.212718,MCH003,ALARM,Pre-stop alarm: Other Breakdown
269,2023-03-05 11:03:42.212718,MCH003,STOP,Stop: Other Breakdown
270,2023-03-05 14:45:55.028252,MCH003,START,Restart after Unplanned - Breakdown
276,2023-03-08 00:51:11.958670,MCH003,STOP,Stop: Software Update
282,2023-03-08 10:18:16.668859,MCH003,START,Restart after Planned Maintenance
288,2023-03-09 08:25:46.752499,MCH003,ALARM,Pre-stop alarm: Sensor Error
289,2023-03-09 08:25:46.752499,MCH003,STOP,Stop: Sensor Error
291,2023-03-09 08:43:21.383470,MCH003,START,Restart after Unplanned - Breakdown
292,2023-03-10 22:23:03.758892,MCH003,STOP,Stop: Product Changeover
293,2023-03-10 22:47:56.382558,MCH003,START,Restart after Changeover
388,2023-04-03 17:29:16.456455,MCH003,STOP,Stop: Tooling Issue
389,2023-04-03 17:56:03.615733,MCH003,START,Restart after Unplanned - Process
395,2023-04-07 17:00:20.649704,MCH003,ALARM,Pre-stop alarm: Hydraulic Leak
396,2023-04-07 17:00:20.649704,MCH003,STOP,Stop: Hydraulic Leak
397,2023-04-07 22:16:11.656497,MCH003,START,Restart after Unplanned - Breakdown
407,2023-04-09 23:10:55.396019,MCH003,STOP,Stop: Tooling Issue
408,2023-04-10 00:59:21.255224,MCH003,START,Restart after Unplanned - Process
446,2023-04-19 03:02:06.989780,MCH003,ALARM,Pre-stop alarm: Electrical Fault
447,2023-04-19 03:02:06.989780,MCH003,STOP,Stop: Electrical Fault
448,2023-04-19 03:53:16.119147,MCH003,START,Restart after Unplanned - Breakdown
454,2023-04-21 07:21:49.006916,MCH003,STOP,Stop: Software Update
455,2023-04-21 15:16:26.544669,MCH003,START,Restart after Planned Maintenance
544,2023-05-14 00:06:36.741839,MCH003,ALARM,Pre-stop alarm: Other Breakdown
545,2023-05-14 00:06:36.741839,MCH003,STOP,Stop: Other Breakdown
546,2023-05-14 01:14:25.111216,MCH003,START,Restart after Unplanned - Breakdown
560,2023-05-17 02:25:33.818799,MCH003,STOP,Stop: Operator Error
561,2023-05-17 02:40:37.060293,MCH003,START,Restart after Unplanned - Process
572,2023-05-19 10:49:20.739339,MCH003,STOP,Stop: Software Update
573,2023-05-19 18:16:25.050745,MCH003,START,Restart after Planned Maintenance
585,2023-05-23 15:49:33.191808,MCH003,ALARM,Pre-stop alarm: Mechanical Failure
586,2023-05-23 15:49:33.191808,MCH003,STOP,Stop: Mechanical Failure
587,2023-05-23 18:40:39.974558,MCH003,START,Restart after Unplanned - Breakdown
588,2023-05-23 19:41:25.227850,MCH003,ALARM,Pre-stop alarm: Hydraulic Leak
589,2023-05-23 19:41:25.227850,MCH003,STOP,Stop: Hydraulic Leak
590,2023-05-23 23:25:33.559289,MCH003,START,Restart after Unplanned - Breakdown
622,2023-05-31 07:20:28.029145,MCH003,STOP,Stop: Operator Error
623,2023-05-31 08:23:21.094687,MCH003,START,Restart after Unplanned - Process
670,2023-06-08 13:10:55.417374,MCH003,ALARM,Pre-stop alarm: Sensor Error
671,2023-06-08 13:10:55.417374,MCH003,STOP,Stop: Sensor Error
672,2023-06-08 13:14:34.067511,MCH003,START,Restart after Unplanned - Breakdown
691,2023-06-13 02:56:09.311009,MCH003,STOP,Stop: Operator Error
692,2023-06-13 03:46:12.035035,MCH003,START,Restart after Unplanned - Process
717,2023-06-20 16:28:31.344754,MCH003,ALARM,Pre-stop alarm: Electrical Fault
718,2023-06-20 16:28:31.344754,MCH003,STOP,Stop: Electrical Fault
719,2023-06-20 17:15:18.273387,MCH003,START,Restart after Unplanned - Breakdown
734,2023-06-23 20:12:58.012909,MCH003,STOP,Stop: Tooling Issue
735,2023-06-23 20:41:29.981428,MCH003,START,Restart after Unplanned - Process
767,2023-07-02 19:17:03.855200,MCH003,ALARM,Pre-stop alarm: Hydraulic Leak
768,2023-07-02 19:17:03.855200,MCH003,STOP,Stop: Hydraulic Leak
770,2023-07-02 20:45:06.001819,MCH003,START,Restart after Unplanned - Breakdown
771,2023-07-03 13:36:44.994281,MCH003,STOP,Stop: Material Shortage
774,2023-07-03 15:01:43.376941,MCH003,START,Restart after Unplanned - Process
803,2023-07-10 19:50:37.538281,MCH003,ALARM,Pre-stop alarm: Hydraulic Leak
804,2023-07-10 19:50:37.538281,MCH003,STOP,Stop: Hydraulic Leak
805,2023-07-10 20:23:24.333839,MCH003,START,Restart after Unplanned - Breakdown
865,2023-07-23 10:51:03.004176,MCH003,ALARM,Pre-stop alarm: Mechanical Failure
866,2023-07-23 10:51:03.004176,MCH003,STOP,Stop: Mechanical Failure
867,2023-07-23 17:36:16.313401,MCH003,START,Restart after Unplanned - Breakdown
894,2023-08-03 12:11:36.355875,MCH003,STOP,Stop: Tooling Issue
895,2023-08-03 13:37:06.739061,MCH003,START,Restart after Unplanned - Process
946,2023-08-14 16:24:55.824914,MCH003,ALARM,Pre-stop alarm: Sensor Error
947,2023-08-14 16:24:55.824914,MCH003,STOP,Stop: Sensor Error
948,2023-08-14 18:38:16.808745,MCH003,START,Restart after Unplanned - Breakdown
964,2023-08-19 05:49:29.300176,MCH003,ALARM,Pre-stop alarm: Mechanical Failure
965,2023-08-19 05:49:29.300176,MCH003,STOP,Stop: Mechanical Failure
973,2023-08-20 07:08:50.141253,MCH003,START,Restart after Unplanned - Breakdown
985,2023-08-21 13:56:41.473607,MCH003,ALARM,Pre-stop alarm: Other Breakdown
986,2023-08-21 13:56:41.473607,MCH003,STOP,Stop: Other Breakdown
987,2023-08-21 16:48:57.158140,MCH003,START,Restart after Unplanned - Breakdown
990,2023-08-23 00:37:27.413572,MCH003,STOP,Stop: Product Changeover
991,2023-08-23 01:03:54.216500,MCH003,START,Restart after Changeover
992,2023-08-23 01:31:18.767783,MCH003,ALARM,Pre-stop alarm: Mechanical Failure
993,2023-08-23 01:31:18.767783,MCH003,STOP,Stop: Mechanical Failure
994,2023-08-23 09:57:59.443757,MCH003,START,Restart after Unplanned - Breakdown
1014,2023-08-29 00:55:00.647985,MCH003,STOP,Stop: Quality Issue
1015,2023-08-29 01:22:48.922861,MCH003,START,Restart after Unplanned - Process
1035,2023-09-05 08:32:07.388478,MCH003,ALARM,Pre-stop alarm: Mechanical Failure
1036,2023-09-05 08:32:07.388478,MCH003,STOP,Stop: Mechanical Failure
1041,2023-09-06 01:19:12.720968,MCH003,START,Restart after Unplanned - Breakdown
1063,2023-09-10 18:05:45.293124,MCH003,ALARM,Pre-stop alarm: Sensor Error
1064,2023-09-10 18:05:45.293124,MCH003,STOP,Stop: Sensor Error
1065,2023-09-10 20:42:58.142767,MCH003,START,Restart after Unplanned - Breakdown
1074,2023-09-13 16:40:14.993145,MCH003,ALARM,Pre-stop alarm: Mechanical Failure
1075,2023-09-13 16:40:14.993145,MCH003,STOP,Stop: Mechanical Failure
1076,2023-09-13 18:48:20.915603,MCH003,START,Restart after Unplanned - Breakdown
1175,2023-10-07 02:41:39.557291,MCH003,ALARM,Pre-stop alarm: Mechanical Failure
1176,2023-10-07 02:41:39.557291,MCH003,STOP,Stop: Mechanical Failure
1179,2023-10-07 07:08:43.180456,MCH003,START,Restart after Unplanned - Breakdown
1253,2023-10-24 16:14:10.959854,MCH003,ALARM,Pre-stop alarm: Sensor Error
1254,2023-10-24 16:14:10.959854,MCH003,STOP,Stop: Sensor Error
1255,2023-10-24 16:42:42.228519,MCH003,START,Restart after Unplanned - Breakdown
1287,2023-11-01 02:09:41.652648,MCH003,STOP,Stop: Tooling Issue
1288,2023-11-01 03:17:20.567035,MCH003,START,Restart after Unplanned - Process
1349,2023-11-16 21:24:05.786447,MCH003,ALARM,Pre-stop alarm: Sensor Error
1350,2023-11-16 21:24:05.786447,MCH003,STOP,Stop: Sensor Error
1351,2023-11-17 04:37:23.006264,MCH003,START,Restart after Unplanned - Breakdown
1398,2023-11-27 09:29:04.553729,MCH003,STOP,Stop: Product Changeover
1399,2023-11-27 09:53:57.933468,MCH003,START,Restart after Changeover
1457,2023-12-10 00:12:56.330861,MCH003,ALARM,Pre-stop alarm: Sensor Error
1458,2023-12-10 00:12:56.330861,MCH003,STOP,Stop: Sensor Error
1459,2023-12-10 04:45:17.297619,MCH003,START,Restart after Unplanned - Breakdown
7,2023-01-01 07:44:00.000000,MCH004,START,Initial startup
46,2023-01-06 04:42:56.006094,MCH004,ALARM,Pre-stop alarm: Mechanical Failure
47,2023-01-06 04:42:56.006094,MCH004,STOP,Stop: Mechanical Failure
48,2023-01-06 05:00:05.818474,MCH004,START,Restart after Unplanned - Breakdown
49,2023-01-06 09:47:39.119713,MCH004,ALARM,Pre-stop alarm: Other Breakdown
50,2023-01-06 09:47:39.119713,MCH004,STOP,Stop: Other Breakdown
51,2023-01-06 12:12:39.869724,MCH004,START,Restart after Unplanned - Breakdown
62,2023-01-09 21:46:26.886287,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
63,2023-01-09 21:46:26.886287,MCH004,STOP,Stop: Hydraulic Leak
66,2023-01-10 05:14:15.705609,MCH004,START,Restart after Unplanned - Breakdown
73,2023-01-13 11:18:05.197786,MCH004,ALARM,Pre-stop alarm: Other Breakdown
74,2023-01-13 11:18:05.197786,MCH004,STOP,Stop: Other Breakdown
75,2023-01-13 14:10:26.952229,MCH004,START,Restart after Unplanned - Breakdown
117,2023-01-27 12:47:29.110483,MCH004,STOP,Stop: Quality Issue
118,2023-01-27 13:47:57.163482,MCH004,START,Restart after Unplanned - Process
156,2023-02-07 22:12:03.636640,MCH004,STOP,Stop: Quality Issue
158,2023-02-07 23:28:05.962287,MCH004,START,Restart after Unplanned - Process
160,2023-02-08 09:06:37.214698,MCH004,STOP,Stop: Routine Check
161,2023-02-08 17:52:01.598534,MCH004,START,Restart after Planned Maintenance
165,2023-02-09 06:18:08.505052,MCH004,ALARM,Pre-stop alarm: Electrical Fault
166,2023-02-09 06:18:08.505052,MCH004,STOP,Stop: Electrical Fault
167,2023-02-09 06:21:54.845440,MCH004,START,Restart after Unplanned - Breakdown
226,2023-02-20 19:44:12.398337,MCH004,ALARM,Pre-stop alarm: Mechanical Failure
227,2023-02-20 19:44:12.398337,MCH004,STOP,Stop: Mechanical Failure
228,2023-02-20 23:37:15.484658,MCH004,START,Restart after Unplanned - Breakdown
237,2023-02-25 21:32:18.174796,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
238,2023-02-25 21:32:18.174796,MCH004,STOP,Stop: Hydraulic Leak
239,2023-02-25 22:17:52.116417,MCH004,START,Restart after Unplanned - Breakdown
286,2023-03-09 04:19:15.935006,MCH004,ALARM,Pre-stop alarm: Other Breakdown
287,2023-03-09 04:19:15.935006,MCH004,STOP,Stop: Other Breakdown
290,2023-03-09 08:26:56.813750,MCH004,START,Restart after Unplanned - Breakdown
299,2023-03-11 17:47:34.721363,MCH004,STOP,Stop: Setup Adjustment
300,2023-03-11 18:22:55.098678,MCH004,START,Restart after Changeover
346,2023-03-21 09:50:23.403704,MCH004,STOP,Stop: Material Shortage
350,2023-03-21 10:19:08.740037,MCH004,START,Restart after Unplanned - Process
362,2023-03-24 15:32:21.586970,MCH004,STOP,Stop: Operator Error
363,2023-03-24 16:36:01.729716,MCH004,START,Restart after Unplanned - Process
378,2023-03-29 19:42:23.309272,MCH004,STOP,Stop: Quality Issue
379,2023-03-29 19:47:08.949113,MCH004,START,Restart after Unplanned - Process
391,2023-04-06 20:55:24.899895,MCH004,STOP,Stop: Product Changeover
392,2023-04-06 21:23:48.876521,MCH004,START,Restart after Changeover
421,2023-04-14 03:23:23.548558,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
422,2023-04-14 03:23:23.548558,MCH004,STOP,Stop: Hydraulic Leak
425,2023-04-14 08:45:57.458631,MCH004,START,Restart after Unplanned - Breakdown
443,2023-04-18 23:11:13.938946,MCH004,ALARM,Pre-stop alarm: Sensor Error
444,2023-04-18 23:11:13.938946,MCH004,STOP,Stop: Sensor Error
445,2023-04-19 01:19:14.671506,MCH004,START,Restart after Unplanned - Breakdown
469,2023-04-24 08:48:27.164743,MCH004,ALARM,Pre-stop alarm: Other Breakdown
470,2023-04-24 08:48:27.164743,MCH004,STOP,Stop: Other Breakdown
471,2023-04-24 11:42:31.534507,MCH004,START,Restart after Unplanned - Breakdown
492,2023-05-01 07:13:29.166183,MCH004,STOP,Stop: Setup Adjustment
493,2023-05-01 07:41:57.426972,MCH004,START,Restart after Changeover
494,2023-05-02 04:09:53.654923,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
495,2023-05-02 04:09:53.654923,MCH004,STOP,Stop: Hydraulic Leak
498,2023-05-02 04:40:42.700294,MCH004,START,Restart after Unplanned - Breakdown
511,2023-05-04 09:49:53.605247,MCH004,STOP,Stop: Tooling Issue
512,2023-05-04 11:06:32.231636,MCH004,START,Restart after Unplanned - Process
519,2023-05-05 00:38:11.111876,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
520,2023-05-05 00:38:11.111876,MCH004,STOP,Stop: Hydraulic Leak
521,2023-05-05 05:33:42.021825,MCH004,START,Restart after Unplanned - Breakdown
535,2023-05-09 22:29:31.541362,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
536,2023-05-09 22:29:31.541362,MCH004,STOP,Stop: Hydraulic Leak
537,2023-05-10 00:25:42.149206,MCH004,START,Restart after Unplanned - Breakdown
541,2023-05-12 02:57:26.868818,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
542,2023-05-12 02:57:26.868818,MCH004,STOP,Stop: Hydraulic Leak
543,2023-05-12 04:29:59.129478,MCH004,START,Restart after Unplanned - Breakdown
547,2023-05-15 11:42:57.171970,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
548,2023-05-15 11:42:57.171970,MCH004,STOP,Stop: Hydraulic Leak
549,2023-05-15 14:50:44.936911,MCH004,START,Restart after Unplanned - Breakdown
550,2023-05-15 15:43:50.288615,MCH004,STOP,Stop: Product Changeover
551,2023-05-15 16:18:43.351004,MCH004,START,Restart after Changeover
565,2023-05-17 12:05:19.074483,MCH004,STOP,Stop: Quality Issue
566,2023-05-17 13:05:08.665886,MCH004,START,Restart after Unplanned - Process
567,2023-05-17 16:25:23.699577,MCH004,STOP,Stop: Quality Issue
568,2023-05-17 17:38:53.938974,MCH004,START,Restart after Unplanned - Process
580,2023-05-22 13:40:55.985636,MCH004,ALARM,Pre-stop alarm: Electrical Fault
581,2023-05-22 13:40:55.985636,MCH004,STOP,Stop: Electrical Fault
582,2023-05-22 19:00:37.315574,MCH004,START,Restart after Unplanned - Breakdown
627,2023-06-01 04:36:10.218226,MCH004,ALARM,Pre-stop alarm: Sensor Error
628,2023-06-01 04:36:10.218226,MCH004,STOP,Stop: Sensor Error
629,2023-06-01 06:19:57.179042,MCH004,START,Restart after Unplanned - Breakdown
653,2023-06-05 01:50:46.375871,MCH004,ALARM,Pre-stop alarm: Electrical Fault
654,2023-06-05 01:50:46.375871,MCH004,STOP,Stop: Electrical Fault
655,2023-06-05 03:19:37.495414,MCH004,START,Restart after Unplanned - Breakdown
705,2023-06-18 14:32:01.507507,MCH004,ALARM,Pre-stop alarm: Mechanical Failure
706,2023-06-18 14:32:01.507507,MCH004,STOP,Stop: Mechanical Failure
707,2023-06-18 14:44:14.176805,MCH004,START,Restart after Unplanned - Breakdown
730,2023-06-23 09:57:10.155391,MCH004,STOP,Stop: Routine Check
731,2023-06-23 16:52:32.893778,MCH004,START,Restart after Planned Maintenance
755,2023-06-29 11:13:47.903544,MCH004,ALARM,Pre-stop alarm: Sensor Error
756,2023-06-29 11:13:47.903544,MCH004,STOP,Stop: Sensor Error
758,2023-06-29 14:41:06.090907,MCH004,START,Restart after Unplanned - Breakdown
772,2023-07-03 13:38:37.489492,MCH004,STOP,Stop: Product Changeover
773,2023-07-03 14:09:22.525271,MCH004,START,Restart after Changeover
795,2023-07-08 08:19:55.443568,MCH004,STOP,Stop: Material Shortage
796,2023-07-08 09:30:07.381615,MCH004,START,Restart after Unplanned - Process
809,2023-07-13 12:54:14.830146,MCH004,ALARM,Pre-stop alarm: Sensor Error
810,2023-07-13 12:54:14.830146,MCH004,STOP,Stop: Sensor Error
814,2023-07-13 17:15:49.258160,MCH004,START,Restart after Unplanned - Breakdown
862,2023-07-23 07:33:45.447609,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
863,2023-07-23 07:33:45.447609,MCH004,STOP,Stop: Hydraulic Leak
864,2023-07-23 08:30:49.734433,MCH004,START,Restart after Unplanned - Breakdown
870,2023-07-26 00:23:36.549027,MCH004,ALARM,Pre-stop alarm: Other Breakdown
871,2023-07-26 00:23:36.549027,MCH004,STOP,Stop: Other Breakdown
872,2023-07-26 02:29:17.312757,MCH004,START,Restart after Unplanned - Breakdown
910,2023-08-08 13:59:24.002262,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
911,2023-08-08 13:59:24.002262,MCH004,STOP,Stop: Hydraulic Leak
914,2023-08-08 15:08:40.896242,MCH004,START,Restart after Unplanned - Breakdown
925,2023-08-10 15:49:38.156683,MCH004,ALARM,Pre-stop alarm: Other Breakdown
926,2023-08-10 15:49:38.156683,MCH004,STOP,Stop: Other Breakdown
927,2023-08-10 16:15:54.396431,MCH004,START,Restart after Unplanned - Breakdown
933,2023-08-11 08:32:59.403133,MCH004,ALARM,Pre-stop alarm: Hydraulic Leak
934,2023-08-11 08:32:59.403133,MCH004,STOP,Stop: Hydraulic Leak
936,2023-08-11 10:33:11.202597,MCH004,START,Restart after Unplanned - Breakdown
954,2023-08-16 04:53:42.093537,MCH004,STOP,Stop: Setup Adjustment
955,2023-08-16 05:29:05.176725,MCH004,START,Restart after Changeover
974,2023-08-20 07:35:39.159263,MCH004,ALARM,Pre-stop alarm: Other Breakdown
975,2023-08-20 07:35:39.159263,MCH004,STOP,Stop: Other Breakdown
976,2023-08-20 09:31:59.079604,MCH004,START,Restart after Unplanned - Breakdown
1095,2023-09-20 18:35:10.733199,MCH004,STOP,Stop: Setup Adjustment
1096,2023-09-20 19:05:57.422969,MCH004,START,Restart after Changeover
1097,2023-09-20 22:55:08.221141,MCH004,STOP,Stop: Operator Error
1098,2023-09-21 00:10:13.404924,MCH004,START,Restart after Unplanned - Process
1156,2023-09-30 17:21:31.674651,MCH004,ALARM,Pre-stop alarm: Sensor Error
1157,2023-09-30 17:21:31.674651,MCH004,STOP,Stop: Sensor Error
1158,2023-09-30 17:40:40.427516,MCH004,START,Restart after Unplanned - Breakdown
1210,2023-10-13 20:45:20.908408,MCH004,STOP,Stop: Tooling Issue
1211,2023-10-13 21:37:30.052958,MCH004,START,Restart after Unplanned - Process
1212,2023-10-14 12:49:18.705792,MCH004,ALARM,Pre-stop alarm: Sensor Error
1213,2023-10-14 12:49:18.705792,MCH004,STOP,Stop: Sensor Error
1217,2023-10-15 10:14:11.812271,MCH004,START,Restart after Unplanned - Breakdown
1242,2023-10-20 15:09:37.824349,MCH004,STOP,Stop: Tooling Issue
1243,2023-10-20 15:30:34.231100,MCH004,START,Restart after Unplanned - Process
1251,2023-10-23 09:22:53.564436,MCH004,STOP,Stop: Routine Check
1252,2023-10-23 18:23:41.618668,MCH004,START,Restart after Planned Maintenance
1312,2023-11-05 00:38:19.491178,MCH004,STOP,Stop: Product Changeover
1313,2023-11-05 01:12:42.021852,MCH004,START,Restart after Changeover
1333,2023-11-11 07:53:59.847390,MCH004,STOP,Stop: Quality Issue
1334,2023-11-11 08:15:00.461124,MCH004,START,Restart after Unplanned - Process
1363,2023-11-20 21:55:07.434661,MCH004,STOP,Stop: Setup Adjustment
1364,2023-11-20 22:23:02.565313,MCH004,START,Restart after Changeover
1448,2023-12-09 02:01:43.188848,MCH004,STOP,Stop: Setup Adjustment
1449,2023-12-09 02:30:15.074586,MCH004,START,Restart after Changeover
1494,2023-12-19 00:49:44.852142,MCH004,STOP,Stop: Product Changeover
1495,2023-12-19 01:24:23.483442,MCH004,START,Restart after Changeover
1499,2023-12-19 11:28:45.957534,MCH004,ALARM,Pre-stop alarm: Sensor Error
1500,2023-12-19 11:28:45.957534,MCH004,STOP,Stop: Sensor Error
1501,2023-12-19 11:35:09.300413,MCH004,START,Restart after Unplanned - Breakdown
1533,2023-12-30 21:59:36.493563,MCH004,ALARM,Pre-stop alarm: Electrical Fault
1534,2023-12-30 21:59:36.493563,MCH004,STOP,Stop: Electrical Fault
1535,2023-12-31 01:59:15.057091,MCH004,START,Restart after Unplanned - Breakdown
1536,2023-12-31 06:06:41.843107,MCH004,ALARM,Pre-stop alarm: Sensor Error
1537,2023-12-31 06:06:41.843107,MCH004,STOP,Stop: Sensor Error
1538,2023-12-31 06:07:36.436491,MCH004,START,Restart after Unplanned - Breakdown
1,2023-01-01 07:17:00.000000,MCH005,START,Initial startup
23,2023-01-04 01:44:50.029593,MCH005,STOP,Stop: Quality Issue
24,2023-01-04 01:54:26.088125,MCH005,START,Restart after Unplanned - Process
29,2023-01-04 09:29:37.111073,MCH005,ALARM,Pre-stop alarm: Hydraulic Leak
30,2023-01-04 09:29:37.111073,MCH005,STOP,Stop: Hydraulic Leak
31,2023-01-04 14:23:45.643597,MCH005,START,Restart after Unplanned - Breakdown
44,2023-01-06 03:38:57.205062,MCH005,STOP,Stop: Setup Adjustment
45,2023-01-06 04:12:10.414418,MCH005,START,Restart after Changeover
76,2023-01-14 10:45:11.484338,MCH005,STOP,Stop: Setup Adjustment
77,2023-01-14 11:15:20.111909,MCH005,START,Restart after Changeover
85,2023-01-23 03:20:04.879870,MCH005,ALARM,Pre-stop alarm: Electrical Fault
86,2023-01-23 03:20:04.879870,MCH005,STOP,Stop: Electrical Fault
87,2023-01-23 04:21:48.128281,MCH005,START,Restart after Unplanned - Breakdown
94,2023-01-24 02:12:23.325841,MCH005,ALARM,Pre-stop alarm: Mechanical Failure
95,2023-01-24 02:12:23.325841,MCH005,STOP,Stop: Mechanical Failure
98,2023-01-24 08:07:45.132134,MCH005,START,Restart after Unplanned - Breakdown
101,2023-01-25 10:52:33.891980,MCH005,ALARM,Pre-stop alarm: Electrical Fault
102,2023-01-25 10:52:33.891980,MCH005,STOP,Stop: Electrical Fault
103,2023-01-25 14:04:30.503940,MCH005,START,Restart after Unplanned - Breakdown
134,2023-02-03 02:08:06.327532,MCH005,STOP,Stop: Software Update
138,2023-02-03 11:19:47.742639,MCH005,START,Restart after Planned Maintenance
157,2023-02-07 22:59:19.926865,MCH005,STOP,Stop: Setup Adjustment
159,2023-02-07 23:34:05.432296,MCH005,START,Restart after Changeover
181,2023-02-13 02:12:11.902881,MCH005,ALARM,Pre-stop alarm: Sensor Error
182,2023-02-13 02:12:11.902881,MCH005,STOP,Stop: Sensor Error
183,2023-02-13 06:37:20.324035,MCH005,START,Restart after Unplanned - Breakdown
251,2023-03-02 12:24:22.384971,MCH005,STOP,Stop: Quality Issue
252,2023-03-02 12:27:09.543924,MCH005,START,Restart after Unplanned - Process
263,2023-03-05 04:01:17.945108,MCH005,STOP,Stop: Product Changeover
264,2023-03-05 04:26:34.787521,MCH005,START,Restart after Changeover
331,2023-03-19 19:34:11.072418,MCH005,ALARM,Pre-stop alarm: Electrical Fault
332,2023-03-19 19:34:11.072418,MCH005,STOP,Stop: Electrical Fault
333,2023-03-19 19:40:59.583666,MCH005,START,Restart after Unplanned - Breakdown
369,2023-03-26 07:15:13.394984,MCH005,ALARM,Pre-stop alarm: Other Breakdown
370,2023-03-26 07:15:13.394984,MCH005,STOP,Stop: Other Breakdown
374,2023-03-26 10:40:13.577591,MCH005,START,Restart after Unplanned - Breakdown
382,2023-03-31 23:12:31.618531,MCH005,STOP,Stop: Product Changeover
383,2023-03-31 23:42:53.175213,MCH005,START,Restart after Changeover
402,2023-04-09 10:24:06.612203,MCH005,STOP,Stop: Setup Adjustment
403,2023-04-09 10:49:02.238866,MCH005,START,Restart after Changeover
426,2023-04-14 10:39:10.946948,MCH005,STOP,Stop: Tooling Issue
427,2023-04-14 10:59:30.353375,MCH005,START,Restart after Unplanned - Process
440,2023-04-18 00:51:20.806223,MCH005,ALARM,Pre-stop alarm: Sensor Error
441,2023-04-18 00:51:20.806223,MCH005,STOP,Stop: Sensor Error
442,2023-04-18 01:44:16.625438,MCH005,START,Restart after Unplanned - Breakdown
467,2023-04-24 06:41:54.191535,MCH005,STOP,Stop: Operator Error
468,2023-04-24 06:56:34.971516,MCH005,START,Restart after Unplanned - Process
480,2023-04-26 06:56:29.632802,MCH005,ALARM,Pre-stop alarm: Other Breakdown
481,2023-04-26 06:56:29.632802,MCH005,STOP,Stop: Other Breakdown
482,2023-04-26 08:34:05.607458,MCH005,START,Restart after Unplanned - Breakdown
632,2023-06-01 18:37:55.303794,MCH005,STOP,Stop: Operator Error
633,2023-06-01 18:38:21.461306,MCH005,START,Restart after Unplanned - Process
640,2023-06-02 19:12:35.473231,MCH005,ALARM,Pre-stop alarm: Hydraulic Leak
641,2023-06-02 19:12:35.473231,MCH005,STOP,Stop: Hydraulic Leak
642,2023-06-02 20:28:46.222980,MCH005,START,Restart after Unplanned - Breakdown
659,2023-06-07 19:22:41.784723,MCH005,STOP,Stop: Setup Adjustment
660,2023-06-07 19:53:13.706583,MCH005,START,Restart after Changeover
725,2023-06-21 09:56:26.097200,MCH005,ALARM,Pre-stop alarm: Sensor Error
726,2023-06-21 09:56:26.097200,MCH005,STOP,Stop: Sensor Error
727,2023-06-21 11:17:32.539776,MCH005,START,Restart after Unplanned - Breakdown
741,2023-06-25 07:31:11.188182,MCH005,ALARM,Pre-stop alarm: Electrical Fault
742,2023-06-25 07:31:11.188182,MCH005,STOP,Stop: Electrical Fault
743,2023-06-25 11:11:52.860881,MCH005,START,Restart after Unplanned - Breakdown
826,2023-07-18 20:24:32.068031,MCH005,STOP,Stop: Setup Adjustment
827,2023-07-18 20:53:08.969196,MCH005,START,Restart after Changeover
843,2023-07-20 21:27:28.113308,MCH005,ALARM,Pre-stop alarm: Sensor Error
844,2023-07-20 21:27:28.113308,MCH005,STOP,Stop: Sensor Error
845,2023-07-20 21:54:58.728570,MCH005,START,Restart after Unplanned - Breakdown
876,2023-07-26 23:47:10.990527,MCH005,STOP,Stop: Material Shortage
879,2023-07-27 01:16:06.024977,MCH005,START,Restart after Unplanned - Process
896,2023-08-04 09:16:06.511662,MCH005,ALARM,Pre-stop alarm: Other Breakdown
897,2023-08-04 09:16:06.511662,MCH005,STOP,Stop: Other Breakdown
898,2023-08-04 10:07:03.999480,MCH005,START,Restart after Unplanned - Breakdown
921,2023-08-09 14:19:28.018624,MCH005,ALARM,Pre-stop alarm: Hydraulic Leak
922,2023-08-09 14:19:28.018624,MCH005,STOP,Stop: Hydraulic Leak
923,2023-08-09 15:50:31.093703,MCH005,START,Restart after Unplanned - Breakdown
1037,2023-09-05 17:26:41.899690,MCH005,STOP,Stop: Material Shortage
1038,2023-09-05 17:26:49.987033,MCH005,START,Restart after Unplanned - Process
1077,2023-09-14 12:00:56.363628,MCH005,ALARM,Pre-stop alarm: Hydraulic Leak
1078,2023-09-14 12:00:56.363628,MCH005,STOP,Stop: Hydraulic Leak
